pupilSize,time_in_ms,time_corrected
5321.0,2089047,0
5321.0,2089049,2
5323.0,2089051,4
5310.0,2089053,6
5307.0,2089055,8
5313.0,2089057,10
5317.0,2089059,12
5318.0,2089061,14
5316.0,2089063,16
5312.0,2089065,18
5314.0,2089067,20
5319.0,2089069,22
5315.0,2089071,24
5313.0,2089073,26
5312.0,2089075,28
5308.0,2089077,30
5314.0,2089079,32
5319.0,2089081,34
5329.0,2089083,36
5316.0,2089085,38
5312.0,2089087,40
5315.0,2089089,42
5319.0,2089091,44
5321.0,2089093,46
5328.0,2089095,48
5325.0,2089097,50
5319.0,2089099,52
5329.0,2089101,54
5332.0,2089103,56
5316.0,2089105,58
5309.0,2089107,60
5321.0,2089109,62
5323.0,2089111,64
5322.0,2089113,66
5321.0,2089115,68
5319.0,2089117,70
5310.0,2089119,72
5306.0,2089121,74
5317.0,2089123,76
5328.0,2089125,78
5321.0,2089127,80
5315.0,2089129,82
5318.0,2089131,84
5319.0,2089133,86
5321.0,2089135,88
5325.0,2089137,90
5310.0,2089139,92
5309.0,2089141,94
5317.0,2089143,96
5313.0,2089145,98
5313.0,2089147,100
5313.0,2089149,102
5314.0,2089151,104
5311.0,2089153,106
5314.0,2089155,108
5305.0,2089157,110
5293.0,2089159,112
5297.0,2089161,114
5313.0,2089163,116
5315.0,2089165,118
5316.0,2089167,120
5314.0,2089169,122
5311.0,2089171,124
5312.0,2089173,126
5315.0,2089175,128
5324.0,2089177,130
5324.0,2089179,132
5310.0,2089181,134
5305.0,2089183,136
5302.0,2089185,138
5301.0,2089187,140
5303.0,2089189,142
5307.0,2089191,144
5311.0,2089193,146
5318.0,2089195,148
5322.0,2089197,150
5320.0,2089199,152
5313.0,2089201,154
5307.0,2089203,156
5308.0,2089205,158
5307.0,2089207,160
5321.0,2089209,162
5320.0,2089211,164
5316.0,2089213,166
5318.0,2089215,168
5332.0,2089217,170
5319.0,2089219,172
5326.0,2089221,174
5312.0,2089223,176
5311.0,2089225,178
5313.0,2089227,180
5313.0,2089229,182
5310.0,2089231,184
5309.0,2089233,186
5310.0,2089235,188
5317.0,2089237,190
5320.0,2089239,192
5318.0,2089241,194
5320.0,2089243,196
5315.0,2089245,198
5311.0,2089247,200
5301.0,2089249,202
5301.0,2089251,204
5314.0,2089253,206
5320.0,2089255,208
5321.0,2089257,210
5323.0,2089259,212
5327.0,2089261,214
5326.0,2089263,216
5324.0,2089265,218
5322.0,2089267,220
5309.0,2089269,222
