pupilSize,time_in_ms,time_corrected
6157.0,1881850,0
6157.0,1881852,2
6158.0,1881854,4
6160.0,1881856,6
6166.0,1881858,8
6169.0,1881860,10
6165.0,1881862,12
6165.0,1881864,14
6164.0,1881866,16
6159.0,1881868,18
6159.0,1881870,20
6165.0,1881872,22
6167.0,1881874,24
6169.0,1881876,26
6172.0,1881878,28
6172.0,1881880,30
6171.0,1881882,32
6168.0,1881884,34
6166.0,1881886,36
6169.0,1881888,38
6171.0,1881890,40
6170.0,1881892,42
6170.0,1881894,44
6170.0,1881896,46
6172.0,1881898,48
6175.0,1881900,50
6178.0,1881902,52
6185.0,1881904,54
6196.0,1881906,56
6214.0,1881908,58
6221.0,1881910,60
6182.0,1881912,62
5854.0,1881914,64
5252.0,1881916,66
4752.0,1881918,68
4673.0,1881920,70
,1881922,72
,1881924,74
,1881926,76
,1881928,78
,1881930,80
,1881932,82
,1881934,84
,1881936,86
,1881938,88
,1881940,90
,1881942,92
,1881944,94
,1881946,96
,1881948,98
,1881950,100
,1881952,102
,1881954,104
,1881956,106
,1881958,108
,1881960,110
,1881962,112
,1881964,114
,1881966,116
,1881968,118
,1881970,120
,1881972,122
,1881974,124
,1881976,126
,1881978,128
,1881980,130
,1881982,132
,1881984,134
,1881986,136
,1881988,138
,1881990,140
,1881992,142
,1881994,144
,1881996,146
,1881998,148
,1882000,150
,1882002,152
,1882004,154
,1882006,156
,1882008,158
,1882010,160
,1882012,162
,1882014,164
,1882016,166
,1882018,168
,1882020,170
,1882022,172
,1882024,174
,1882026,176
,1882028,178
,1882030,180
,1882032,182
,1882034,184
,1882036,186
,1882038,188
,1882040,190
,1882042,192
,1882044,194
,1882046,196
,1882048,198
,1882050,200
,1882052,202
4483.0,1882054,204
4484.0,1882056,206
4598.0,1882058,208
4772.0,1882060,210
4925.0,1882062,212
5098.0,1882064,214
5289.0,1882066,216
5391.0,1882068,218
5501.0,1882070,220
5640.0,1882072,222
5799.0,1882074,224
5888.0,1882076,226
5979.0,1882078,228
6091.0,1882080,230
6174.0,1882082,232
6230.0,1882084,234
6254.0,1882086,236
6263.0,1882088,238
6265.0,1882090,240
6266.0,1882092,242
6262.0,1882094,244
6254.0,1882096,246
6263.0,1882098,248
6260.0,1882100,250
6251.0,1882102,252
6248.0,1882104,254
6252.0,1882106,256
6244.0,1882108,258
6236.0,1882110,260
6222.0,1882112,262
6217.0,1882114,264
6219.0,1882116,266
6215.0,1882118,268
6210.0,1882120,270
6210.0,1882122,272
6207.0,1882124,274
6192.0,1882126,276
6189.0,1882128,278
6190.0,1882130,280
6187.0,1882132,282
6182.0,1882134,284
6168.0,1882136,286
6162.0,1882138,288
6161.0,1882140,290
6159.0,1882142,292
6158.0,1882144,294
6157.0,1882146,296
6158.0,1882148,298
6157.0,1882150,300
6151.0,1882152,302
6147.0,1882154,304
6149.0,1882156,306
6154.0,1882158,308
6153.0,1882160,310
6150.0,1882162,312
6149.0,1882164,314
6154.0,1882166,316
6156.0,1882168,318
6154.0,1882170,320
6153.0,1882172,322
6148.0,1882174,324
6147.0,1882176,326
6146.0,1882178,328
6148.0,1882180,330
6150.0,1882182,332
6154.0,1882184,334
6152.0,1882186,336
6150.0,1882188,338
6148.0,1882190,340
6140.0,1882192,342
6130.0,1882194,344
6129.0,1882196,346
6137.0,1882198,348
6141.0,1882200,350
6145.0,1882202,352
6153.0,1882204,354
6149.0,1882206,356
6145.0,1882208,358
6146.0,1882210,360
6143.0,1882212,362
6144.0,1882214,364
6144.0,1882216,366
6145.0,1882218,368
6147.0,1882220,370
6147.0,1882222,372
6143.0,1882224,374
6144.0,1882226,376
6153.0,1882228,378
6150.0,1882230,380
6144.0,1882232,382
6143.0,1882234,384
6146.0,1882236,386
6151.0,1882238,388
6146.0,1882240,390
6146.0,1882242,392
6148.0,1882244,394
6153.0,1882246,396
6147.0,1882248,398
6143.0,1882250,400
6142.0,1882252,402
6143.0,1882254,404
6152.0,1882256,406
6153.0,1882258,408
6144.0,1882260,410
6145.0,1882262,412
6154.0,1882264,414
6156.0,1882266,416
6155.0,1882268,418
6151.0,1882270,420
6151.0,1882272,422
6152.0,1882274,424
6154.0,1882276,426
6157.0,1882278,428
6156.0,1882280,430
6153.0,1882282,432
6151.0,1882284,434
6153.0,1882286,436
6148.0,1882288,438
6151.0,1882290,440
6159.0,1882292,442
6160.0,1882294,444
6163.0,1882296,446
6165.0,1882298,448
6162.0,1882300,450
6159.0,1882302,452
6163.0,1882304,454
6180.0,1882306,456
6185.0,1882308,458
6183.0,1882310,460
6178.0,1882312,462
6185.0,1882314,464
6193.0,1882316,466
6192.0,1882318,468
6194.0,1882320,470
6195.0,1882322,472
6199.0,1882324,474
6203.0,1882326,476
6203.0,1882328,478
6205.0,1882330,480
6210.0,1882332,482
6210.0,1882334,484
6201.0,1882336,486
6200.0,1882338,488
6199.0,1882340,490
6199.0,1882342,492
6196.0,1882344,494
6197.0,1882346,496
6192.0,1882348,498
6187.0,1882350,500
6187.0,1882352,502
6186.0,1882354,504
6186.0,1882356,506
6190.0,1882358,508
6195.0,1882360,510
6193.0,1882362,512
6193.0,1882364,514
6201.0,1882366,516
6198.0,1882368,518
6190.0,1882370,520
6194.0,1882372,522
6195.0,1882374,524
6189.0,1882376,526
6182.0,1882378,528
6179.0,1882380,530
6188.0,1882382,532
6191.0,1882384,534
6192.0,1882386,536
6191.0,1882388,538
6186.0,1882390,540
6189.0,1882392,542
6184.0,1882394,544
6189.0,1882396,546
6184.0,1882398,548
6182.0,1882400,550
6192.0,1882402,552
6199.0,1882404,554
6194.0,1882406,556
6190.0,1882408,558
6183.0,1882410,560
6178.0,1882412,562
6176.0,1882414,564
6175.0,1882416,566
6173.0,1882418,568
6170.0,1882420,570
6168.0,1882422,572
6165.0,1882424,574
6166.0,1882426,576
6167.0,1882428,578
6168.0,1882430,580
6168.0,1882432,582
6165.0,1882434,584
6161.0,1882436,586
6152.0,1882438,588
6145.0,1882440,590
6145.0,1882442,592
6147.0,1882444,594
6146.0,1882446,596
6146.0,1882448,598
6148.0,1882450,600
6147.0,1882452,602
6146.0,1882454,604
6138.0,1882456,606
6134.0,1882458,608
6136.0,1882460,610
6137.0,1882462,612
6136.0,1882464,614
6128.0,1882466,616
6122.0,1882468,618
6122.0,1882470,620
6123.0,1882472,622
6119.0,1882474,624
6117.0,1882476,626
6119.0,1882478,628
6119.0,1882480,630
6107.0,1882482,632
6097.0,1882484,634
6097.0,1882486,636
6098.0,1882488,638
6100.0,1882490,640
6095.0,1882492,642
6093.0,1882494,644
6089.0,1882496,646
6078.0,1882498,648
6080.0,1882500,650
6081.0,1882502,652
6078.0,1882504,654
6075.0,1882506,656
6075.0,1882508,658
6071.0,1882510,660
6069.0,1882512,662
6078.0,1882514,664
6082.0,1882516,666
6087.0,1882518,668
6088.0,1882520,670
6081.0,1882522,672
6070.0,1882524,674
5969.0,1882526,676
5633.0,1882528,678
5172.0,1882530,680
4651.0,1882532,682
4474.0,1882534,684
,1882536,686
,1882538,688
,1882540,690
,1882542,692
,1882544,694
,1882546,696
,1882548,698
,1882550,700
,1882552,702
,1882554,704
,1882556,706
,1882558,708
,1882560,710
,1882562,712
,1882564,714
,1882566,716
,1882568,718
,1882570,720
,1882572,722
,1882574,724
,1882576,726
,1882578,728
,1882580,730
,1882582,732
,1882584,734
,1882586,736
,1882588,738
,1882590,740
,1882592,742
,1882594,744
,1882596,746
,1882598,748
,1882600,750
,1882602,752
,1882604,754
,1882606,756
,1882608,758
,1882610,760
,1882612,762
,1882614,764
,1882616,766
,1882618,768
,1882620,770
,1882622,772
,1882624,774
,1882626,776
,1882628,778
,1882630,780
,1882632,782
,1882634,784
,1882636,786
,1882638,788
,1882640,790
,1882642,792
,1882644,794
,1882646,796
,1882648,798
,1882650,800
,1882652,802
,1882654,804
,1882656,806
,1882658,808
,1882660,810
,1882662,812
,1882664,814
4318.0,1882666,816
4318.0,1882668,818
4386.0,1882670,820
4574.0,1882672,822
4709.0,1882674,824
4819.0,1882676,826
4963.0,1882678,828
5091.0,1882680,830
5193.0,1882682,832
5294.0,1882684,834
5417.0,1882686,836
5516.0,1882688,838
5615.0,1882690,840
5716.0,1882692,842
5791.0,1882694,844
5837.0,1882696,846
5852.0,1882698,848
5871.0,1882700,850
5889.0,1882702,852
5890.0,1882704,854
5894.0,1882706,856
5895.0,1882708,858
5894.0,1882710,860
5888.0,1882712,862
5883.0,1882714,864
5876.0,1882716,866
5873.0,1882718,868
5876.0,1882720,870
5871.0,1882722,872
5866.0,1882724,874
5869.0,1882726,876
5866.0,1882728,878
5862.0,1882730,880
5857.0,1882732,882
5855.0,1882734,884
5859.0,1882736,886
5852.0,1882738,888
5841.0,1882740,890
5835.0,1882742,892
5834.0,1882744,894
5829.0,1882746,896
5823.0,1882748,898
5816.0,1882750,900
5820.0,1882752,902
5818.0,1882754,904
5812.0,1882756,906
5811.0,1882758,908
5817.0,1882760,910
5820.0,1882762,912
5819.0,1882764,914
5824.0,1882766,916
5823.0,1882768,918
5817.0,1882770,920
5814.0,1882772,922
5815.0,1882774,924
5810.0,1882776,926
5802.0,1882778,928
5799.0,1882780,930
5807.0,1882782,932
5815.0,1882784,934
5818.0,1882786,936
5812.0,1882788,938
5799.0,1882790,940
5804.0,1882792,942
5816.0,1882794,944
5815.0,1882796,946
5812.0,1882798,948
5808.0,1882800,950
5811.0,1882802,952
5810.0,1882804,954
5809.0,1882806,956
5810.0,1882808,958
5811.0,1882810,960
5820.0,1882812,962
5821.0,1882814,964
5813.0,1882816,966
5812.0,1882818,968
5814.0,1882820,970
5815.0,1882822,972
5816.0,1882824,974
5811.0,1882826,976
5799.0,1882828,978
5797.0,1882830,980
5806.0,1882832,982
5816.0,1882834,984
5820.0,1882836,986
5820.0,1882838,988
5822.0,1882840,990
5824.0,1882842,992
5822.0,1882844,994
5831.0,1882846,996
5832.0,1882848,998
5832.0,1882850,1000
5826.0,1882852,1002
5827.0,1882854,1004
5836.0,1882856,1006
5834.0,1882858,1008
5828.0,1882860,1010
5830.0,1882862,1012
5831.0,1882864,1014
5834.0,1882866,1016
5835.0,1882868,1018
5837.0,1882870,1020
5844.0,1882872,1022
5843.0,1882874,1024
5838.0,1882876,1026
5835.0,1882878,1028
5831.0,1882880,1030
5829.0,1882882,1032
5842.0,1882884,1034
5848.0,1882886,1036
5849.0,1882888,1038
5850.0,1882890,1040
5850.0,1882892,1042
5850.0,1882894,1044
5855.0,1882896,1046
5858.0,1882898,1048
5859.0,1882900,1050
5868.0,1882902,1052
5866.0,1882904,1054
5862.0,1882906,1056
5862.0,1882908,1058
5862.0,1882910,1060
5861.0,1882912,1062
5860.0,1882914,1064
5865.0,1882916,1066
5869.0,1882918,1068
5870.0,1882920,1070
5869.0,1882922,1072
5869.0,1882924,1074
5870.0,1882926,1076
5880.0,1882928,1078
5880.0,1882930,1080
5877.0,1882932,1082
5879.0,1882934,1084
5886.0,1882936,1086
5894.0,1882938,1088
5891.0,1882940,1090
5886.0,1882942,1092
5887.0,1882944,1094
5893.0,1882946,1096
5898.0,1882948,1098
5898.0,1882950,1100
5899.0,1882952,1102
5896.0,1882954,1104
5891.0,1882956,1106
5891.0,1882958,1108
5892.0,1882960,1110
5901.0,1882962,1112
5910.0,1882964,1114
5916.0,1882966,1116
5915.0,1882968,1118
5912.0,1882970,1120
5910.0,1882972,1122
5909.0,1882974,1124
5909.0,1882976,1126
5911.0,1882978,1128
5913.0,1882980,1130
5908.0,1882982,1132
5919.0,1882984,1134
5924.0,1882986,1136
5923.0,1882988,1138
5926.0,1882990,1140
5928.0,1882992,1142
5923.0,1882994,1144
5924.0,1882996,1146
5932.0,1882998,1148
5938.0,1883000,1150
5942.0,1883002,1152
5941.0,1883004,1154
5944.0,1883006,1156
5946.0,1883008,1158
