subject,group,story,valence,event_num,transcript,event_start_sec,event_end_sec,event_duration_sec,mean_pupil_size,z_pupil,run,cosine_similarity
1043,1,Pool Party,positive,1,"So, like many other younger children, when I was little, I lived what I call a phase-to-phase lifestyle. And this was pretty much, I was defined by whatever phase I was in. And these phases would be like TV shows or books or something that I just become obsessed with and devote my entire existence to and then have that whole thing completely shift in like a week. ",12.0,35.0,23.0,-0.3695705255862925,-0.3695705255862925,run_1,0.4734692275524139
1043,1,Pool Party,positive,2,And this would become a big dilemma come birthday time when grandma was getting me hot wheels when I had already fully transitioned into Power Rangers territory.,35.0,43.0,8.0,1.0240705988473968,1.0240705988473968,run_1,0.3425143361091614
1043,1,Pool Party,positive,3,"But there was something different to my phases and that was that I had this theme to them like this overarching theme and that was the color red. And it wasn't anything satanic or it was just, I really love the color red and all characters and things associated with it.",43.0,59.0,16.0,0.543520527660005,0.543520527660005,run_1,0.5850677490234375
1043,1,Pool Party,positive,4,"I remember I was five years old and in the back seat of a rental car that my dad was driving and my whole family was in, and my mom and my brother. And I was just sitting there and I was just thinking, why do I have to be in this car when I have the ability of super speed? And this was during my superhero phase, of course, I gravitated towards the red flash. But this time, I actually thought I had his superpowers and I could run and get to our destination.",59.0,84.0,25.0,0.4588906108403773,0.4588906108403773,run_1,0.4891603589057922
1043,1,Pool Party,positive,5,And we were headed to my uncle's pool party in New Jersey. And it was a very exciting time. It was an annual summer pool party. And it was so different for me. It was this new world. It was suburbia. It was staying up late and going to the mall. And there was a pool table and a ping pong table and a pool for the pool party.,84.0,106.0,22.0,-0.1116717228197979,-0.1116717228197979,run_1,0.4382678866386414
1043,1,Pool Party,positive,6,"And there was also Michael. Now, Michael was always introduced to me as Uncle Dan's partner. So I thought my Uncle Dan was in the FBI or something.",106.0,119.0,13.0,0.4600877566203383,0.4600877566203383,run_1,0.5675569176673889
1043,1,Pool Party,positive,7,"But I was told to call him Uncle Michael, which kind of confused me because he wasn't my uncle. I always defined family, defined my uncles and aunts as people who were related to me by blood or by marriage and Michael was neither. ",119.0,136.0,17.0,0.7736754568135931,0.7736754568135931,run_1,0.7157216668128967
1043,1,Pool Party,positive,8,"But I had no problem calling him Uncle Michael because he was like an uncle to me. He was amazing. He was the adult who would actually pay attention to my brother and I when we were little. All the other adults would just come up to us and be like, wow, you grew up so quickly. But Uncle Michael would actually play with us and talk with us and really make all these family gatherings so special for my brother and I.",136.0,158.0,22.0,0.2413980213718801,0.2413980213718801,run_1,0.7241973876953125
1043,1,Pool Party,positive,9,"So we're at the pool party and my brother and I, we just want to get into the pool. Like that's our goal. We live in the city. We don't really get to do that that much. So the second we're in there, we jump in the pool and we're having some fun.",158.0,172.0,14.0,0.4697215428076143,0.4697215428076143,run_1,0.6239575147628784
1043,1,Pool Party,positive,10,"I'm staying in the shallow end, but my brother, who just kind of learned to swim, is swimming all around. He's very excited. This is his new skill that I don't possess. And I'm just sitting there, and I'm waiting for Uncle Michael to get in the pool, because once Uncle Michael's in the pool, that means splash fights, that means diving contests, that means a really fun time.",172.0,193.0,21.0,-0.1282568641265889,-0.1282568641265889,run_1,0.702864408493042
1043,1,Pool Party,positive,11,But he's all the way at the other end of the backyard and he's grilling everything and I'm just waiting there watching my brother flex on me and swim all over the place. And I'm getting really envious and then it hits me. ,193.0,206.0,13.0,0.4144736089327273,0.4144736089327273,run_1,0.5815942883491516
1043,1,Pool Party,positive,12,"Today, I have the abilities of the Flash. I have super speed. And if I put my super speed to work, I could probably use it and get to the deep end of that pool. If I'm moving super quickly, if my body's going, I'm going to float. I'm going to make it. I'm going to develop buoyancy.",206.0,223.0,17.0,0.3553186513994441,0.3553186513994441,run_1,0.0
1043,1,Pool Party,positive,13,"So I'm getting impatient. I'm not waiting for Uncle Michael and I decide to take off and I think I'm going really quickly like I'm running. I'm using all my force, but I'm a puny little five year old and I'm in water. So I'm moving very slowly and I'm running.",223.0,240.0,17.0,0.3058993187065495,0.3058993187065495,run_1,0.427461564540863
