subject,group,story,valence,event_num,transcript,event_start_sec,event_end_sec,event_duration_sec,mean_pupil_size,z_pupil,run,cosine_similarity
1027,3,Sea Ice,neutral,1,"I'm an arctic guy. I study arctic science. When I go to a cocktail party and I tell people what I do, they kind of run away from me usually. The northern hemisphere of your planet Earth, where you live, it's covered with an ocean, but on top of that ocean is a sea ice cover. ",0.0,13.0,13.0,1.0646799555207027,1.0646799555207027,run_1,0.5188393592834473
1027,3,Sea Ice,neutral,2,"So when I started my research work in the arctic, and there wasn't much happening, really. It wasn't no big changes going on in the sea ice cover. We never really thought that sea ice would become sort of a fundamental characteristic of our international discourse about global warming and the fact that our planet is warming at a global scale.",13.0,32.0,19.0,1.6128999637997965,1.6128999637997965,run_1,0.6964048147201538
1027,3,Sea Ice,neutral,3,And we're going to have at some point in the near future no ice in the northern hemisphere in summer. Now that's a very major change that's happened on our planet system. And I work with a whole bunch of scientists from all around the world that study this. And we study the sea ice itself. We also study the connections with glacial ice and the land and all those kind of things.,32.0,52.0,20.0,0.9533768013580268,0.9533768013580268,run_1,0.5170521140098572
1027,3,Sea Ice,neutral,4,"But when you look at what's happening to the sea ice cover, this change that we have, this reduction, we found recently that this is significant over at least the last 1,450 years. So that includes the last medieval warm period it includes the cold periods before that it includes right up to before the industrial revolution so in fact what we're seeing in the Arctic right now is unique to our time scale of what we're talking about on the planet.",52.0,80.0,28.0,0.7041176176811567,0.7041176176811567,run_1,0.7134671211242676
1027,3,Sea Ice,neutral,5,To do this work we have a whole bunch of tools. One of our largest and most visible tools is the research icebreaker the Amundsen. The Amundsen is a ship that will hold 40 scientists and we can deploy to the Arctic anywhere in the Arctic for any amount of time.,80.0,94.0,14.0,0.3668649183769554,0.3668649183769554,run_1,0.476233184337616
1027,3,Sea Ice,neutral,6,"So we've overwintered now twice in the high Arctic and we're studying everything in this system. So we study everything from the bottom of the ocean to the top of the atmosphere in the physical world, everything from viruses to whales in the biological world and all the connections between those.",94.0,107.0,13.0,-0.2822749409717136,-0.2822749409717136,run_1,0.0
1027,3,Sea Ice,neutral,7,"This takes a lot of people so the networks are not just here at the University of Manitoba but We have a national network called ArcticNet, which includes Laval University and many other universities across the country. We also have an international network, which includes universities around the world that study the Arctic.",107.0,122.0,15.0,-0.5529232737549926,-0.5529232737549926,run_1,0.411828875541687
1027,3,Sea Ice,neutral,8,Now I could talk for a long time about this. I write books about these kind of things. But I wanted to just highlight a few key things that are happening. And these are things that we were surprised about.,122.0,132.0,10.0,-0.6993682813625527,-0.6993682813625527,run_1,0.0
1027,3,Sea Ice,neutral,9,"First one is, multi-year sea ice is being replaced with very thin first-year sea ice. So multi-year sea ice is really, really thick, really, really hard. And this young stuff is very saline. It's very salty. Remember, it's an ocean that this ice forms on. Even if you were to taste it, you'd spit it out right away because it's really, really salty.",132.0,149.0,17.0,-0.5086586880335048,-0.5086586880335048,run_1,0.6731753945350647
1027,3,Sea Ice,neutral,10,"The other thing is we're finding crystals in the ice itself called ikaite, which is associated with how CO2 moves through the systems. Up until just recently, we thought the ocean was capped by this ice cover and that CO2 couldn't move between the ocean and the atmosphere. CO2 is the big problem, right? This is what's causing our planet to warm, and we thought that it was decoupled in the Arctic, but we're finding, in fact, it's not. This young sea ice actually plays an active role in exchanging carbon dioxide with the surface.",149.0,175.0,26.0,-1.0083194183319864,-1.0083194183319864,run_1,0.7425713539123535
1027,3,Sea Ice,neutral,11,"There are similar processes going on with bromine, mercury, and they're very reactive with the atmosphere, so we're very concerned about what these young ice types mean for the evolution of the Arctic atmosphere.",175.0,186.0,11.0,-1.2886146732129635,-1.2886146732129635,run_1,0.0
1027,3,Sea Ice,neutral,12,"Snow on sea ice is also very important. Snow falls on the sea ice. When it falls on ice, it's already there. It forms a thick blanket. It insulates that ice, so the ice can't grow as thick as it would have otherwise. If it falls in the open ocean, it does absolutely nothing at all. So what that's doing is it's protecting this multi-year sea ice from growing too thick, which means that it gets thinner and thinner each year because the snow cover doesn't allow it to grow as thick as it used to be.",186.0,210.0,24.0,-1.5757476138675743,-1.5757476138675743,run_1,0.0
1027,3,Sea Ice,neutral,13,"Of course, this is affecting the animals that live in this environment, in particular polar bears. You've probably heard in the media that polar bears, the sea ice is disappearing. This is an important habitat for the polar bear. So what's going to happen with our polar bears? We have lots of them here in Manitoba. We have lots of them in Canada. Unfortunately, it's not as simple and straightforward as reduction in sea ice means reduction in polar bear habitat. It's much more complicated than that.",210.0,232.0,22.0,-1.6303869636871808,-1.6303869636871808,run_1,0.5563355088233948
1027,3,Sea Ice,neutral,14,"The big problem is when you remove all the sea ice and you have open water. In those areas, the length of that open water is really important because the polar bears have to go on land and have to be able to forage on the sea ice. They have to wait for it to happen in the fall.",232.0,246.0,14.0,-1.5576976808607066,-1.5576976808607066,run_1,0.0
1027,3,Sea Ice,neutral,15,"When you look at the rest of the ecosystem in the Arctic, a good way to think about it is that the sea ice acts like the trees in a tropical rainforest. If you're sitting in your seat right now and you think, okay, if we clear cut all the tropical rainforest trees, we can expect there to be an impact on everything in the tropical ecosystem, right? ",246.0,263.0,17.0,-1.5608088181811142,-1.5608088181811142,run_1,0.0
