subject,group,story,event_num,valence,event_start_sec,event_end_sec,event_duration_sec,transcript,mean_pupil_size,z_pupil
1044,2,Impatient Billionaire,1,positive,0,10,10,"The impatient billionaire and the mirror for Earth. If only the Earth could hold up a mirror to itself,",1.8810006187515396,0.22343865884875647
1044,2,Impatient Billionaire,2,positive,10,33,23,"“Say no more,” thought the impatient billionaire in the audience at the TED conference, who found this speaker's voice as whiny and irritating as his ideas were inspiring and consciousness shifting. He already knew the part of the speech that was going to stay with him. A mirror up to Earth. Amazing, unbelievable, tricky, but doable. He got it, let's make it.",2.5974001005537364,0.2928686130456856
1044,2,Impatient Billionaire,3,positive,33,61,28,"“I want you to build a mirror for Earth,” he said to his engineers, who were used to things like this. “How big do you want the mirror to be?” “Full length.” “How big do you want the earth to look?” “Full size.” “Can't be full size,” said the head engineer. “Yes, it can be,” said the impatient billionaire. “And by the end of today, my head engineer is going to be somebody who tells me how it's going to happen, not why it can't.”",-12.096647055166146,-1.1312069857008187
1044,2,Impatient Billionaire,4,positive,61,80,19,"“If it's full size,” said the head engineer, “you'll only see the reflection of what is in your field of vision up to your horizon point. That's not what you want, is it? You're picturing seeing like China, right?” “Yes,” said the impatient billionaire. “Exactly. Things like China.” “So let's figure out how big,” said the engineer.",7.460054488390564,0.7641334310683001
1044,2,Impatient Billionaire,5,positive,80,115,35,"“I want you to be able to look up with binoculars and literally wave at yourself,"" said the impatient billionaire. “But you could also look at the White House or your grandmother in Florida or see two people on a date in Brazil. My God, do you realize what this is going to mean for humanity?” “You're only going to be able to see one hemisphere at a time,” said the head engineer. “That means you won't be able to see China and Brazil at the same time. Which one is more important to you?” “I don't know. Same. Brazil” said the impatient billionaire.",4.193556597246511,0.447560339200659
1044,2,Impatient Billionaire,6,positive,115,135,20,The engineer took some notes with a little pencil. “Wait” said the impatient billionaire. “Is this mirror going to burn up the whole planet? Don't just yes me on everything. Really think about it. A mirror that big reflecting the sun facing us? I do not want to burn up the planet. I do not want to be that guy.”,3.439454843517123,0.3744764641404149
1044,2,Impatient Billionaire,7,positive,135,150,15,"“No, that should be okay,"" said the head engineer. “We should be able to come up with a material that reflects plenty of light, but not a meaningful amount of heat. Let me talk with the team.” The engineers talked numbers and said they could probably have something up in 18 months. ",3.7438925810180046,0.40398108929359033
1044,2,Impatient Billionaire,8,positive,150,175,25,"“Why not six?” Asked the impatient billionaire, trying to force into his eyes the rogue, intoxicating glimmer that he knew had served him well in life so far. “18,” said the engineering team. “Fine,” said the impatient billionaire. “If you can really guarantee 18 months, fine.” “We can,” said the engineering team. ",-11.030962549844944,-1.0279260254652032
1044,2,Impatient Billionaire,9,positive,175,187,12,"35 months and two weeks later, more than a year late and $700 million over budget, the Mirror for Earth finally went up into the sky.",4.40483020294642,0.46803594972157075
1044,2,Impatient Billionaire,10,positive,187,207,20,"But nobody remembers how long anything takes. They only remember how good it was in the end. And in the end, the mirror was magnificent. After a very short amount of time, the mirror for Earth became one of those things that people couldn't ever imagine not existing.",-0.6445012017696363,-0.021320697037350476
1044,2,Impatient Billionaire,11,positive,207,232,25,"When people caught sight of themselves in the mirror, individually and as a species, they thought twice about how they looked doing whatever they were doing. Crime disappeared, wars evaporated, meanness declined dramatically. The mirror changed everything, forever, for the better. Besides all that, the thing was, quite simply, beautiful.",9.648078209348594,0.9761860505729233
1044,2,Impatient Billionaire,12,positive,232,251,19,"One summer night, a few years later, the impatient billionaire couldn't sleep. The air conditioning in his master bedroom was broken, and even an impatient billionaire didn't have a way to get an air conditioner fixed in the middle of the night without waking up a wife who was asleep in the same room.",-19.34602156943243,-1.8337811126609846
1044,2,Impatient Billionaire,13,positive,251,267,16,"The impatient billionaire's mind started running through all of the projects he had in the works, none of which was going as fast as it should be. “You'd think the man who put up the mirror for Earth would attract the best and brightest and most resourceful people, but apparently not,” he thought to himself. ",11.785226214984029,1.183308043137815
1044,2,Impatient Billionaire,14,positive,267,280,13,"Impatient for nothing in particular, the impatient billionaire wandered outside to his bedroom balcony and picked up a pair of binoculars that had been a gift from the head engineer, but that he had never actually used.",-7.542033179942016,-0.689795956276286
1044,2,Impatient Billionaire,15,positive,280,298,18,"After a couple of minutes spent searching and focusing, he found what he thought to be himself up in the sky and made some specific gestures with his arms to confirm that he really was staring at himself and not at one of his neighbors who might just happen to have a similar pair of pajamas and late night impulse. ",-3.2487160953495344,-0.2737085412124475
1044,2,Impatient Billionaire,16,positive,298,310,12,"Yes, that was him. That was him, waving widely. That was him, the little figure in red jutting out into the endless black.",-8.415261747245031,-0.7744250228395115
1044,2,Impatient Billionaire,17,positive,310,330,20,"And then, after the impatient billionaire had established that it was definitely certainly him up there in the sky, he made a few more funny gestures anyway, just for fun. What a cool thing he had made.",2.97940552390419,0.32989072112912454
1044,2,Natalie Wood,18,negative,332,344,12,[music],6.740898154559697,0.6944362961782795
1044,2,Natalie Wood,19,negative,344,368,24,"One hand, one heart, even death won't part us now. Those dreamy lyrics from West Side Story sound like a promise, don't they? A vowing of undying love between two star crossed lovers, played to perfection, a Richard Bamer, and Natalie Wood. Together they became the faces of one of Hollywood's most iconic musicals, leaving audiences in awe for generations.",-1.3953532318070883,-0.0940896246795476
1044,2,Natalie Wood,20,negative,368,383,15,"But here's the kicker. If anyone needed a little undying love, or heck maybe even just a hug, it was Natalie Wood. Beneath the glitz and the glamour, her life was more tragic backstory than fairy tale ending.",-8.583494623668125,-0.790729335169679
1044,2,Natalie Wood,21,negative,383,402,19,"Born in 1938 in San Francisco, Natalie Wood entered the world with stars practically stitched into her baby blanket, and a family ready to cash in on them. Her parents, Nikolai and Maria Zakarinko, were Russian immigrants chasing the ever-illusive American dream.",0.7883691343770344,0.11754612843624772
1044,2,Natalie Wood,22,negative,402,410,8,Unfortunately their dream came with a catch. They were pretty sure their ticket to success was wrapped up in their talented little daughter.,-1.7502635545249845,-0.12848580736289097
