subject,group,story,event_num,valence,event_start_sec,event_end_sec,event_duration_sec,transcript,mean_pupil_size,z_pupil
1018,3,Natalie Wood,1,negative,0,12,12,[music],816.8540858681716,-1.354754717509967
1018,3,Natalie Wood,2,negative,12,36,24,"One hand, one heart, even death won't part us now. Those dreamy lyrics from West Side Story sound like a promise, don't they? A vowing of undying love between two star crossed lovers, played to perfection, a Richard Bamer, and Natalie Wood. Together they became the faces of one of Hollywood's most iconic musicals, leaving audiences in awe for generations.",864.5464701171276,-0.8523579905360996
1018,3,Natalie Wood,3,negative,36,51,15,"But here's the kicker. If anyone needed a little undying love, or heck maybe even just a hug, it was Natalie Wood. Beneath the glitz and the glamour, her life was more tragic backstory than fairy tale ending.",873.6571101017997,-0.756385524889517
1018,3,Natalie Wood,4,negative,51,70,19,"Born in 1938 in San Francisco, Natalie Wood entered the world with stars practically stitched into her baby blanket, and a family ready to cash in on them. Her parents, Nikolai and Maria Zakarinko, were Russian immigrants chasing the ever-illusive American dream.",844.7818567352765,-1.0605605626933776
1018,3,Natalie Wood,5,negative,70,78,8,Unfortunately their dream came with a catch. They were pretty sure their ticket to success was wrapped up in their talented little daughter.,822.1846646074766,-1.2986018253097422
1018,3,Natalie Wood,6,negative,78,94,16,"By the time Natalie was four, she was trotted off to work in front of the camera, perfecting her doe-eyed innocence while her dad perfected his drinking habit. Meanwhile, her mom Maria was less supportive cheerleader and more strict Soviet drill sergeant.",854.8065573235565,-0.9549592839199197
1018,3,Natalie Wood,7,negative,94,105,11,"Keeping Natalie and her sisters on a schedule so tight, it could have been designed by a bond villain. Maria even added a little flair by scaring the daylights out of them at every single opportunity.",826.9615041383378,-1.2482820817411127
1018,3,Natalie Wood,8,negative,105,111,6,"Fun childhood, right? Here's where strict parenting veered into the straight up bizarre.",713.2745946807349,-2.4458722653881892
1018,3,Natalie Wood,9,negative,111,142,31,"After a gypsy fortune teller warned Maria that one of her daughters would die in dark open water, she turned the family home into a live action final destination. The unlucky doomed daughter, Natalie, their golden goose and Maria's retirement plan. Growing up under this prophecy was anything but idealic. Natalie avoided water like she was cursed. Even steering clear of the backyard pool she'd one day own in her Hollywood hay day, a glamorous starlit with a fear of her own luxury.",827.7926136120642,-1.2395270847760307
1018,3,Natalie Wood,10,negative,142,149,7,"Dramatic? Sure, but when your mom acts like Poseidon's got your number, the deep end is off limits.",859.4130063745145,-0.906434452070612
1018,3,Natalie Wood,11,negative,149,166,17,"Still, Natalie's on-screen presence was pure sunshine. Soft, warm and captivating, she dazzled audiences and became a household name by her teens. Girls across America didn't just admire her, they wanted to be her, perfect hair and all.",870.2190991361574,-0.7926019037441091
1018,3,Natalie Wood,12,negative,166,171,5,"Time wasn't on Natalie's side, and the injenue act couldn't last forever. ",823.727270080085,-1.2823518526431448
1018,3,Natalie Wood,13,negative,171,188,17,"Enter, rebel without a cause. As Judy, a rebellious teen stirring the pots, Natalie shed her innocent image and stepped into the role light years from her real life personality. Sharing the screen with James Dean, she proved she was more than a sweet face.",817.801224408546,-1.344777457824417
1018,3,Natalie Wood,14,negative,188,198,10,"This was her transformation. Hollywood had boxed her in for years, but with one defiant role, Natalie broke free. Audiences could not get enough.",932.6614825914008,-0.1348270919711324
1018,3,Natalie Wood,15,negative,198,213,15,"As she grew into a Hollywood icon, her talent only deepened. Eleven Academy Award nominations later, with ten wins under her belt, Natalie Wood wasn't just a star, she was THE star. Her life sparkled like a fairy tale.",846.6942247360881,-1.0404154716163183
1018,3,Natalie Wood,16,negative,213,222,9,"But fairy tales gloss over the ugly truths. Beneath Hollywood's glittering veneer lay a far darker story, one the cameras didn't capture.",661.4100498221012,-2.9922189828630517
1018,3,Natalie Wood,17,negative,222,237,15,"By this time, Natalie's father, Nikolai, had fully embraced his role as the family drunk, a position he held with alarming dedication. His drinking soon turned violent, adding another layer of chaos to an already oppressive household.",931.9229278899879,-0.1426071069677433
1018,3,Natalie Wood,18,negative,237,250,13,"Meanwhile, Maria was still in charge, running the show with an iron fist and a steady stream of terrifying prophecy reminders, because nothing says family bonding, like ominous predictions about your watery demise.",937.6224981081433,-0.08256721867422241
1018,3,Natalie Wood,19,negative,250,275,25,"For Natalie, there was no escape. At home, her parents manipulated her every move, ensuring the money kept pouring in. On set, directors used their own brand of coercion to squeeze out the perfect performance. Wherever she went, Natalie was boxed in by people who saw her as a means to an end rather than a person. It wasn't just control, it was soul crushing, and Natalie had nowhere to turn.",883.532515817264,-0.6523569344317676
