subject,group,story,event_num,valence,event_start_sec,event_end_sec,event_duration_sec,transcript,mean_pupil_size,z_pupil
1037,1,Grandfather Clocks,1,neutral,0,4,4,[music],-1.2361453087553196e-05,-2.890397918099685
1037,1,Grandfather Clocks,2,neutral,4,12,8,"Hey, and welcome to Short Stuff, the very brief podcast on Josh. There's Chuck. That's Jerry. Let's get going. No time for laughing, Chuck. ",0.001778890595499125,-2.890394470169773
1037,1,Grandfather Clocks,3,neutral,12,37,25,"Welcome, everybody. And just as a very quick explanation, we had this idea because we often come across cool little interesting tidbits that certainly don't warrant a 45 minute episode. And everyone else on the planet is doing little shorty episodes on their podcast. And we thought, well, hey, in your tin, why don't we give it a shot? Yeah, let's try something new for once. Yeah. So I hope you all like it.",485.78845865652113,-1.9553175639681668
1037,1,Grandfather Clocks,4,neutral,37,44,7,"Great. Well, we've just wasted a lot of time, Chuck. We might not get to the end of this episode now. I thought we agreed there was no ticking clock. ",1397.587720792675,-0.20022120454142128
1037,1,Grandfather Clocks,5,neutral,44,59,15,"So you've seen a grandfather clock before, right? Yeah, we had, you know, not the, what is the like the smaller version called that hangs on the wall? Actually, I saw those called wag on the wall clocks. Those are the original ones. ",1470.551571879375,-0.05977517137398077
1037,1,Grandfather Clocks,6,neutral,59,79,20,"Okay, we had one of those growing up. Or it's just like an exposed pendulum swinging back and forth. Yeah, you know, three-ish feet. Three-ish feet in length? Yeah. Oh, okay. I thought you meant like off the wall. No, yeah. That sounds dangerous. My dad rigged up a hovering mechanism. It was pretty advanced. Right. And the pendulum was super sharp, so you better watch out. ",1233.598864280879,-0.5158786710501297
1037,1,Grandfather Clocks,7,neutral,79,98,19,"But you're familiar with the kind that are tall and stand on the floor. Yeah. So those are actually, you know and love them as grandfather clocks. Sure. But the name grandfather clock didn't come around until about 200 years after grandfather clocks were invented.",1377.1981632507477,-0.23946848154438866
1037,1,Grandfather Clocks,8,neutral,98,115,17,"Yeah, and it's funny when I saw this that they were invented about 350 years ago and when I saw that they were originally called long case clocks I immediately would like to that name better. Long case better than grandfather. Okay. Yeah, I think it's cool. I'm ambivalent toward both.",971.2392837993044,-1.020887134738907
1037,1,Grandfather Clocks,9,neutral,115,138,23,I like the I do like cuckoo clocks for sure. But the name grandfather clock will we'll find out where it came from but the grandfather clock itself or the long case clock was actually one of the first clocks. And it kind of makes sense because if you think about it when you start out inventing something new it's huge. It's enormous.,1022.7441340185811,-0.921746919489233
1037,1,Grandfather Clocks,10,neutral,138,151,13,"And then as you get better at it over time and find like workarounds and shortcuts and stuff, you can make it smaller and smaller. So it makes sense that some of the first actually precise clocks were giant grandfather clocks. ",1067.2962225008566,-0.8359898767417869
1037,1,Grandfather Clocks,11,neutral,151,160,9,"And again, they were originally, they just had the pendulum swinging back and forth. You could mount them on the wall. They were called wag on the wall clocks. ",974.9093903023404,-1.0138226515465254
