pupilSize,time_in_ms,time_corrected
6802.0,2591883,0
6814.0,2591885,2
6822.0,2591887,4
6816.0,2591889,6
6817.0,2591891,8
6817.0,2591893,10
6806.0,2591895,12
6804.0,2591897,14
6811.0,2591899,16
6816.0,2591901,18
6822.0,2591903,20
6827.0,2591905,22
6828.0,2591907,24
6828.0,2591909,26
6848.0,2591911,28
6886.0,2591913,30
6909.0,2591915,32
6913.0,2591917,34
6909.0,2591919,36
6870.0,2591921,38
6818.0,2591923,40
6762.0,2591925,42
6746.0,2591927,44
6729.0,2591929,46
6707.0,2591931,48
6706.0,2591933,50
6717.0,2591935,52
6704.0,2591937,54
6706.0,2591939,56
6714.0,2591941,58
6717.0,2591943,60
6712.0,2591945,62
6706.0,2591947,64
6706.0,2591949,66
6706.0,2591951,68
6705.0,2591953,70
6702.0,2591955,72
6705.0,2591957,74
6705.0,2591959,76
6701.0,2591961,78
6699.0,2591963,80
6696.0,2591965,82
6702.0,2591967,84
6713.0,2591969,86
6712.0,2591971,88
6709.0,2591973,90
6707.0,2591975,92
6705.0,2591977,94
6710.0,2591979,96
6711.0,2591981,98
6709.0,2591983,100
6700.0,2591985,102
6688.0,2591987,104
6683.0,2591989,106
6698.0,2591991,108
6707.0,2591993,110
6706.0,2591995,112
6703.0,2591997,114
6699.0,2591999,116
6695.0,2592001,118
6698.0,2592003,120
6706.0,2592005,122
6707.0,2592007,124
6702.0,2592009,126
6709.0,2592011,128
6717.0,2592013,130
6722.0,2592015,132
6723.0,2592017,134
6721.0,2592019,136
6719.0,2592021,138
6718.0,2592023,140
6717.0,2592025,142
6714.0,2592027,144
6712.0,2592029,146
6714.0,2592031,148
6713.0,2592033,150
6707.0,2592035,152
6705.0,2592037,154
6703.0,2592039,156
6706.0,2592041,158
6715.0,2592043,160
6723.0,2592045,162
6727.0,2592047,164
6723.0,2592049,166
6721.0,2592051,168
6728.0,2592053,170
6734.0,2592055,172
6733.0,2592057,174
6746.0,2592059,176
6758.0,2592061,178
6755.0,2592063,180
6757.0,2592065,182
6758.0,2592067,184
6749.0,2592069,186
6759.0,2592071,188
6778.0,2592073,190
6787.0,2592075,192
6793.0,2592077,194
6784.0,2592079,196
6771.0,2592081,198
6791.0,2592083,200
6808.0,2592085,202
6790.0,2592087,204
6790.0,2592089,206
6808.0,2592091,208
6833.0,2592093,210
6908.0,2592095,212
6959.0,2592097,214
7006.0,2592099,216
6999.0,2592101,218
6939.0,2592103,220
6874.0,2592105,222
6831.0,2592107,224
6768.0,2592109,226
6656.0,2592111,228
6633.0,2592113,230
6740.0,2592115,232
6747.0,2592117,234
6532.0,2592119,236
6293.0,2592121,238
6120.0,2592123,240
5665.0,2592125,242
5238.0,2592127,244
5238.0,2592129,246
,2592131,248
,2592133,250
,2592135,252
,2592137,254
,2592139,256
,2592141,258
,2592143,260
,2592145,262
,2592147,264
,2592149,266
,2592151,268
,2592153,270
,2592155,272
,2592157,274
,2592159,276
,2592161,278
,2592163,280
,2592165,282
,2592167,284
,2592169,286
,2592171,288
,2592173,290
,2592175,292
,2592177,294
,2592179,296
,2592181,298
,2592183,300
,2592185,302
,2592187,304
,2592189,306
,2592191,308
,2592193,310
,2592195,312
,2592197,314
,2592199,316
,2592201,318
,2592203,320
,2592205,322
,2592207,324
,2592209,326
,2592211,328
,2592213,330
,2592215,332
,2592217,334
,2592219,336
,2592221,338
,2592223,340
,2592225,342
,2592227,344
,2592229,346
,2592231,348
,2592233,350
,2592235,352
4057.0,2592237,354
4201.0,2592239,356
4748.0,2592241,358
4982.0,2592243,360
5112.0,2592245,362
5266.0,2592247,364
5424.0,2592249,366
5536.0,2592251,368
5654.0,2592253,370
5765.0,2592255,372
6013.0,2592257,374
6282.0,2592259,376
6483.0,2592261,378
6483.0,2592263,380
6036.0,2592265,382
6040.0,2592267,384
6077.0,2592269,386
6170.0,2592271,388
6331.0,2592273,390
6361.0,2592275,392
6370.0,2592277,394
6426.0,2592279,396
6483.0,2592281,398
6537.0,2592283,400
6580.0,2592285,402
6562.0,2592287,404
6506.0,2592289,406
6516.0,2592291,408
6569.0,2592293,410
6541.0,2592295,412
6599.0,2592297,414
6647.0,2592299,416
6731.0,2592301,418
6669.0,2592303,420
6622.0,2592305,422
6651.0,2592307,424
6668.0,2592309,426
6632.0,2592311,428
6619.0,2592313,430
6646.0,2592315,432
6651.0,2592317,434
6652.0,2592319,436
6656.0,2592321,438
6653.0,2592323,440
6657.0,2592325,442
6663.0,2592327,444
6652.0,2592329,446
6650.0,2592331,448
6645.0,2592333,450
6647.0,2592335,452
6655.0,2592337,454
6653.0,2592339,456
6650.0,2592341,458
6651.0,2592343,460
6653.0,2592345,462
6650.0,2592347,464
6646.0,2592349,466
6648.0,2592351,468
6642.0,2592353,470
6634.0,2592355,472
6638.0,2592357,474
6627.0,2592359,476
6623.0,2592361,478
6615.0,2592363,480
6607.0,2592365,482
6600.0,2592367,484
6598.0,2592369,486
6585.0,2592371,488
6575.0,2592373,490
6577.0,2592375,492
6571.0,2592377,494
6569.0,2592379,496
6570.0,2592381,498
6573.0,2592383,500
6571.0,2592385,502
6560.0,2592387,504
6551.0,2592389,506
6545.0,2592391,508
6558.0,2592393,510
6559.0,2592395,512
6561.0,2592397,514
6557.0,2592399,516
6553.0,2592401,518
6559.0,2592403,520
6550.0,2592405,522
6540.0,2592407,524
6542.0,2592409,526
6544.0,2592411,528
6541.0,2592413,530
6535.0,2592415,532
6534.0,2592417,534
6530.0,2592419,536
6529.0,2592421,538
6519.0,2592423,540
6512.0,2592425,542
6513.0,2592427,544
6518.0,2592429,546
6531.0,2592431,548
6537.0,2592433,550
6531.0,2592435,552
6528.0,2592437,554
6530.0,2592439,556
6534.0,2592441,558
6525.0,2592443,560
6512.0,2592445,562
6494.0,2592447,564
6504.0,2592449,566
6506.0,2592451,568
6503.0,2592453,570
6496.0,2592455,572
6496.0,2592457,574
6504.0,2592459,576
6502.0,2592461,578
6504.0,2592463,580
6500.0,2592465,582
6503.0,2592467,584
6519.0,2592469,586
6512.0,2592471,588
6512.0,2592473,590
6513.0,2592475,592
6508.0,2592477,594
6500.0,2592479,596
6501.0,2592481,598
6513.0,2592483,600
6515.0,2592485,602
6508.0,2592487,604
6491.0,2592489,606
6492.0,2592491,608
6501.0,2592493,610
6505.0,2592495,612
6506.0,2592497,614
6511.0,2592499,616
6510.0,2592501,618
6504.0,2592503,620
6489.0,2592505,622
6483.0,2592507,624
6490.0,2592509,626
6510.0,2592511,628
6513.0,2592513,630
6514.0,2592515,632
6515.0,2592517,634
6519.0,2592519,636
6520.0,2592521,638
6518.0,2592523,640
6507.0,2592525,642
6498.0,2592527,644
6497.0,2592529,646
6506.0,2592531,648
6513.0,2592533,650
6512.0,2592535,652
6514.0,2592537,654
6510.0,2592539,656
6505.0,2592541,658
6511.0,2592543,660
6517.0,2592545,662
6519.0,2592547,664
6514.0,2592549,666
6519.0,2592551,668
6526.0,2592553,670
6522.0,2592555,672
6516.0,2592557,674
6518.0,2592559,676
6501.0,2592561,678
6497.0,2592563,680
6498.0,2592565,682
6512.0,2592567,684
6515.0,2592569,686
6504.0,2592571,688
6504.0,2592573,690
6507.0,2592575,692
6519.0,2592577,694
6521.0,2592579,696
6514.0,2592581,698
6516.0,2592583,700
6517.0,2592585,702
6521.0,2592587,704
6516.0,2592589,706
6504.0,2592591,708
6507.0,2592593,710
6517.0,2592595,712
6519.0,2592597,714
6519.0,2592599,716
6515.0,2592601,718
6513.0,2592603,720
6515.0,2592605,722
6505.0,2592607,724
6507.0,2592609,726
6509.0,2592611,728
6517.0,2592613,730
6524.0,2592615,732
6519.0,2592617,734
6519.0,2592619,736
6520.0,2592621,738
6519.0,2592623,740
6518.0,2592625,742
6514.0,2592627,744
6513.0,2592629,746
6517.0,2592631,748
6519.0,2592633,750
6520.0,2592635,752
6524.0,2592637,754
6516.0,2592639,756
6533.0,2592641,758
6525.0,2592643,760
6516.0,2592645,762
6518.0,2592647,764
6524.0,2592649,766
6521.0,2592651,768
6523.0,2592653,770
6511.0,2592655,772
6500.0,2592657,774
6506.0,2592659,776
6518.0,2592661,778
6514.0,2592663,780
6512.0,2592665,782
6515.0,2592667,784
6522.0,2592669,786
6523.0,2592671,788
6519.0,2592673,790
6513.0,2592675,792
6510.0,2592677,794
