pupilSize,time_in_ms,time_corrected
1854.0,3380082,0
1859.0,3380084,2
1864.0,3380086,4
1862.0,3380088,6
1860.0,3380090,8
1860.0,3380092,10
1856.0,3380094,12
1853.0,3380096,14
1865.0,3380098,16
1867.0,3380100,18
1866.0,3380102,20
1875.0,3380104,22
1869.0,3380106,24
1863.0,3380108,26
1865.0,3380110,28
1860.0,3380112,30
1865.0,3380114,32
1869.0,3380116,34
1875.0,3380118,36
1875.0,3380120,38
1871.0,3380122,40
1868.0,3380124,42
1863.0,3380126,44
1862.0,3380128,46
1865.0,3380130,48
1871.0,3380132,50
1883.0,3380134,52
1886.0,3380136,54
1888.0,3380138,56
1886.0,3380140,58
1879.0,3380142,60
1874.0,3380144,62
1877.0,3380146,64
1889.0,3380148,66
1892.0,3380150,68
1890.0,3380152,70
1885.0,3380154,72
1883.0,3380156,74
1878.0,3380158,76
1883.0,3380160,78
1888.0,3380162,80
1888.0,3380164,82
1888.0,3380166,84
1885.0,3380168,86
1890.0,3380170,88
1892.0,3380172,90
1884.0,3380174,92
1869.0,3380176,94
1867.0,3380178,96
1854.0,3380180,98
1851.0,3380182,100
1854.0,3380184,102
1858.0,3380186,104
1865.0,3380188,106
1872.0,3380190,108
1877.0,3380192,110
1879.0,3380194,112
1879.0,3380196,114
1879.0,3380198,116
1877.0,3380200,118
1875.0,3380202,120
1876.0,3380204,122
1882.0,3380206,124
1886.0,3380208,126
1886.0,3380210,128
1883.0,3380212,130
1882.0,3380214,132
1880.0,3380216,134
1879.0,3380218,136
1880.0,3380220,138
1881.0,3380222,140
1883.0,3380224,142
1883.0,3380226,144
1892.0,3380228,146
1894.0,3380230,148
1888.0,3380232,150
1876.0,3380234,152
1874.0,3380236,154
1887.0,3380238,156
1896.0,3380240,158
1895.0,3380242,160
1900.0,3380244,162
1898.0,3380246,164
1893.0,3380248,166
1886.0,3380250,168
1889.0,3380252,170
1897.0,3380254,172
1894.0,3380256,174
1890.0,3380258,176
1885.0,3380260,178
1880.0,3380262,180
