pupilSize,time_in_ms,time_corrected
1762.0,2945083,0
1762.0,2945085,2
1762.0,2945087,4
1767.0,2945089,6
1770.0,2945091,8
1773.0,2945093,10
1779.0,2945095,12
1784.0,2945097,14
1788.0,2945099,16
1792.0,2945101,18
1793.0,2945103,20
1795.0,2945105,22
1797.0,2945107,24
1801.0,2945109,26
1804.0,2945111,28
1805.0,2945113,30
1806.0,2945115,32
1807.0,2945117,34
1807.0,2945119,36
1807.0,2945121,38
1808.0,2945123,40
1808.0,2945125,42
1808.0,2945127,44
1808.0,2945129,46
1808.0,2945131,48
1808.0,2945133,50
1809.0,2945135,52
1810.0,2945137,54
1809.0,2945139,56
1810.0,2945141,58
1812.0,2945143,60
1814.0,2945145,62
1815.0,2945147,64
1815.0,2945149,66
1814.0,2945151,68
1815.0,2945153,70
1815.0,2945155,72
1815.0,2945157,74
1816.0,2945159,76
1819.0,2945161,78
1818.0,2945163,80
1818.0,2945165,82
1818.0,2945167,84
1819.0,2945169,86
1819.0,2945171,88
1816.0,2945173,90
1815.0,2945175,92
1816.0,2945177,94
1818.0,2945179,96
1818.0,2945181,98
1818.0,2945183,100
1818.0,2945185,102
1819.0,2945187,104
1820.0,2945189,106
1820.0,2945191,108
1820.0,2945193,110
1823.0,2945195,112
1822.0,2945197,114
1822.0,2945199,116
1824.0,2945201,118
1826.0,2945203,120
1826.0,2945205,122
1826.0,2945207,124
1825.0,2945209,126
1824.0,2945211,128
1826.0,2945213,130
1826.0,2945215,132
1825.0,2945217,134
1825.0,2945219,136
1823.0,2945221,138
1823.0,2945223,140
1824.0,2945225,142
1824.0,2945227,144
1824.0,2945229,146
1825.0,2945231,148
1825.0,2945233,150
1825.0,2945235,152
1826.0,2945237,154
1827.0,2945239,156
1826.0,2945241,158
1826.0,2945243,160
1826.0,2945245,162
1827.0,2945247,164
1825.0,2945249,166
1825.0,2945251,168
1828.0,2945253,170
1830.0,2945255,172
1829.0,2945257,174
1827.0,2945259,176
1827.0,2945261,178
1826.0,2945263,180
1823.0,2945265,182
1822.0,2945267,184
1824.0,2945269,186
1823.0,2945271,188
1822.0,2945273,190
1822.0,2945275,192
1819.0,2945277,194
1819.0,2945279,196
1820.0,2945281,198
1819.0,2945283,200
1820.0,2945285,202
1820.0,2945287,204
1819.0,2945289,206
1820.0,2945291,208
1820.0,2945293,210
1817.0,2945295,212
1814.0,2945297,214
1811.0,2945299,216
1803.0,2945301,218
1797.0,2945303,220
1791.0,2945305,222
1787.0,2945307,224
1786.0,2945309,226
1785.0,2945311,228
1788.0,2945313,230
1790.0,2945315,232
1792.0,2945317,234
1793.0,2945319,236
1793.0,2945321,238
1793.0,2945323,240
1794.0,2945325,242
1791.0,2945327,244
1790.0,2945329,246
1791.0,2945331,248
1791.0,2945333,250
1790.0,2945335,252
1789.0,2945337,254
1786.0,2945339,256
1785.0,2945341,258
1786.0,2945343,260
1784.0,2945345,262
1782.0,2945347,264
1782.0,2945349,266
1782.0,2945351,268
1781.0,2945353,270
1779.0,2945355,272
1777.0,2945357,274
1777.0,2945359,276
1778.0,2945361,278
1778.0,2945363,280
1777.0,2945365,282
1776.0,2945367,284
1775.0,2945369,286
1774.0,2945371,288
1772.0,2945373,290
1772.0,2945375,292
1772.0,2945377,294
1772.0,2945379,296
1770.0,2945381,298
1769.0,2945383,300
1769.0,2945385,302
1769.0,2945387,304
1768.0,2945389,306
1765.0,2945391,308
1765.0,2945393,310
1766.0,2945395,312
1767.0,2945397,314
1766.0,2945399,316
1764.0,2945401,318
1763.0,2945403,320
1763.0,2945405,322
1762.0,2945407,324
1761.0,2945409,326
1759.0,2945411,328
1757.0,2945413,330
1756.0,2945415,332
1757.0,2945417,334
1755.0,2945419,336
1753.0,2945421,338
1754.0,2945423,340
1755.0,2945425,342
1752.0,2945427,344
1751.0,2945429,346
1751.0,2945431,348
1750.0,2945433,350
1749.0,2945435,352
1748.0,2945437,354
1746.0,2945439,356
1745.0,2945441,358
1744.0,2945443,360
1744.0,2945445,362
1744.0,2945447,364
1745.0,2945449,366
1746.0,2945451,368
1747.0,2945453,370
1748.0,2945455,372
1748.0,2945457,374
1748.0,2945459,376
1747.0,2945461,378
1746.0,2945463,380
1741.0,2945465,382
1739.0,2945467,384
1736.0,2945469,386
1735.0,2945471,388
1734.0,2945473,390
1734.0,2945475,392
1733.0,2945477,394
1732.0,2945479,396
1732.0,2945481,398
1730.0,2945483,400
1729.0,2945485,402
1730.0,2945487,404
1728.0,2945489,406
1727.0,2945491,408
1725.0,2945493,410
1721.0,2945495,412
1720.0,2945497,414
1719.0,2945499,416
1719.0,2945501,418
1720.0,2945503,420
1720.0,2945505,422
1717.0,2945507,424
1717.0,2945509,426
1717.0,2945511,428
1717.0,2945513,430
1715.0,2945515,432
1714.0,2945517,434
1714.0,2945519,436
1714.0,2945521,438
1714.0,2945523,440
1713.0,2945525,442
1712.0,2945527,444
1711.0,2945529,446
1712.0,2945531,448
1714.0,2945533,450
1710.0,2945535,452
1709.0,2945537,454
1708.0,2945539,456
1707.0,2945541,458
1707.0,2945543,460
1704.0,2945545,462
1700.0,2945547,464
1701.0,2945549,466
1703.0,2945551,468
1701.0,2945553,470
1700.0,2945555,472
1699.0,2945557,474
1699.0,2945559,476
1699.0,2945561,478
1696.0,2945563,480
1695.0,2945565,482
1696.0,2945567,484
1695.0,2945569,486
1694.0,2945571,488
1695.0,2945573,490
1695.0,2945575,492
1693.0,2945577,494
1693.0,2945579,496
1693.0,2945581,498
1691.0,2945583,500
1691.0,2945585,502
1691.0,2945587,504
1691.0,2945589,506
1691.0,2945591,508
1690.0,2945593,510
1687.0,2945595,512
1688.0,2945597,514
1688.0,2945599,516
1688.0,2945601,518
1687.0,2945603,520
1689.0,2945605,522
1691.0,2945607,524
1690.0,2945609,526
1686.0,2945611,528
1685.0,2945613,530
1686.0,2945615,532
1686.0,2945617,534
1686.0,2945619,536
1685.0,2945621,538
1682.0,2945623,540
1681.0,2945625,542
1679.0,2945627,544
1678.0,2945629,546
1678.0,2945631,548
1676.0,2945633,550
1675.0,2945635,552
1679.0,2945637,554
1687.0,2945639,556
1690.0,2945641,558
1681.0,2945643,560
1673.0,2945645,562
1665.0,2945647,564
1653.0,2945649,566
1646.0,2945651,568
1602.0,2945653,570
1486.0,2945655,572
1339.0,2945657,574
1182.0,2945659,576
1022.0,2945661,578
755.0,2945663,580
517.0,2945665,582
366.0,2945667,584
233.0,2945669,586
226.0,2945671,588
,2945673,590
,2945675,592
,2945677,594
,2945679,596
,2945681,598
,2945683,600
,2945685,602
,2945687,604
,2945689,606
,2945691,608
,2945693,610
,2945695,612
,2945697,614
,2945699,616
,2945701,618
,2945703,620
,2945705,622
,2945707,624
,2945709,626
,2945711,628
,2945713,630
,2945715,632
,2945717,634
,2945719,636
,2945721,638
,2945723,640
,2945725,642
,2945727,644
,2945729,646
,2945731,648
,2945733,650
,2945735,652
,2945737,654
,2945739,656
,2945741,658
,2945743,660
,2945745,662
,2945747,664
,2945749,666
,2945751,668
,2945753,670
,2945755,672
,2945757,674
,2945759,676
,2945761,678
,2945763,680
,2945765,682
,2945767,684
,2945769,686
,2945771,688
,2945773,690
,2945775,692
,2945777,694
,2945779,696
,2945781,698
,2945783,700
,2945785,702
526.0,2945787,704
528.0,2945789,706
550.0,2945791,708
592.0,2945793,710
631.0,2945795,712
798.0,2945797,714
975.0,2945799,716
1030.0,2945801,718
1103.0,2945803,720
1149.0,2945805,722
1190.0,2945807,724
1251.0,2945809,726
1300.0,2945811,728
1336.0,2945813,730
1384.0,2945815,732
1414.0,2945817,734
1448.0,2945819,736
1465.0,2945821,738
1495.0,2945823,740
1516.0,2945825,742
1545.0,2945827,744
1572.0,2945829,746
1598.0,2945831,748
1606.0,2945833,750
1627.0,2945835,752
1638.0,2945837,754
1645.0,2945839,756
1655.0,2945841,758
1665.0,2945843,760
1669.0,2945845,762
1671.0,2945847,764
1671.0,2945849,766
1669.0,2945851,768
1665.0,2945853,770
1664.0,2945855,772
1664.0,2945857,774
1662.0,2945859,776
1661.0,2945861,778
1660.0,2945863,780
1661.0,2945865,782
1663.0,2945867,784
1667.0,2945869,786
1669.0,2945871,788
1672.0,2945873,790
1678.0,2945875,792
1683.0,2945877,794
1688.0,2945879,796
1689.0,2945881,798
1695.0,2945883,800
1700.0,2945885,802
1700.0,2945887,804
1698.0,2945889,806
1698.0,2945891,808
1695.0,2945893,810
1694.0,2945895,812
1694.0,2945897,814
1689.0,2945899,816
1684.0,2945901,818
1684.0,2945903,820
1682.0,2945905,822
1682.0,2945907,824
1682.0,2945909,826
1681.0,2945911,828
1681.0,2945913,830
1681.0,2945915,832
1681.0,2945917,834
1682.0,2945919,836
1682.0,2945921,838
1682.0,2945923,840
1686.0,2945925,842
1687.0,2945927,844
1686.0,2945929,846
1686.0,2945931,848
1687.0,2945933,850
1689.0,2945935,852
1689.0,2945937,854
1689.0,2945939,856
1691.0,2945941,858
1693.0,2945943,860
1692.0,2945945,862
1691.0,2945947,864
1690.0,2945949,866
1690.0,2945951,868
1691.0,2945953,870
1695.0,2945955,872
1703.0,2945957,874
1715.0,2945959,876
1725.0,2945961,878
1727.0,2945963,880
1721.0,2945965,882
1704.0,2945967,884
1694.0,2945969,886
1691.0,2945971,888
1691.0,2945973,890
1692.0,2945975,892
1683.0,2945977,894
1675.0,2945979,896
1650.0,2945981,898
1584.0,2945983,900
1487.0,2945985,902
1384.0,2945987,904
1248.0,2945989,906
1086.0,2945991,908
829.0,2945993,910
565.0,2945995,912
450.0,2945997,914
295.0,2945999,916
242.0,2946001,918
,2946003,920
,2946005,922
,2946007,924
,2946009,926
,2946011,928
,2946013,930
,2946015,932
,2946017,934
,2946019,936
,2946021,938
,2946023,940
,2946025,942
,2946027,944
,2946029,946
,2946031,948
,2946033,950
,2946035,952
,2946037,954
,2946039,956
,2946041,958
,2946043,960
,2946045,962
,2946047,964
,2946049,966
,2946051,968
,2946053,970
,2946055,972
,2946057,974
,2946059,976
,2946061,978
,2946063,980
,2946065,982
,2946067,984
,2946069,986
,2946071,988
,2946073,990
,2946075,992
,2946077,994
,2946079,996
,2946081,998
,2946083,1000
,2946085,1002
,2946087,1004
,2946089,1006
,2946091,1008
,2946093,1010
,2946095,1012
,2946097,1014
,2946099,1016
,2946101,1018
,2946103,1020
,2946105,1022
,2946107,1024
,2946109,1026
,2946111,1028
,2946113,1030
,2946115,1032
,2946117,1034
,2946119,1036
,2946121,1038
,2946123,1040
,2946125,1042
,2946127,1044
,2946129,1046
,2946131,1048
,2946133,1050
,2946135,1052
,2946137,1054
,2946139,1056
,2946141,1058
,2946143,1060
,2946145,1062
,2946147,1064
,2946149,1066
,2946151,1068
,2946153,1070
,2946155,1072
,2946157,1074
,2946159,1076
,2946161,1078
,2946163,1080
,2946165,1082
,2946167,1084
,2946169,1086
,2946171,1088
,2946173,1090
,2946175,1092
,2946177,1094
,2946179,1096
,2946181,1098
,2946183,1100
,2946185,1102
,2946187,1104
,2946189,1106
,2946191,1108
,2946193,1110
,2946195,1112
,2946197,1114
311.0,2946199,1116
290.0,2946201,1118
277.0,2946203,1120
329.0,2946205,1122
418.0,2946207,1124
463.0,2946209,1126
504.0,2946211,1128
545.0,2946213,1130
582.0,2946215,1132
616.0,2946217,1134
652.0,2946219,1136
790.0,2946221,1138
1012.0,2946223,1140
1082.0,2946225,1142
1131.0,2946227,1144
1174.0,2946229,1146
1236.0,2946231,1148
1279.0,2946233,1150
1319.0,2946235,1152
1366.0,2946237,1154
1407.0,2946239,1156
1440.0,2946241,1158
1464.0,2946243,1160
1495.0,2946245,1162
1513.0,2946247,1164
1538.0,2946249,1166
1577.0,2946251,1168
1606.0,2946253,1170
1623.0,2946255,1172
1654.0,2946257,1174
1678.0,2946259,1176
1702.0,2946261,1178
1722.0,2946263,1180
1743.0,2946265,1182
1784.0,2946267,1184
1810.0,2946269,1186
1839.0,2946271,1188
1859.0,2946273,1190
1867.0,2946275,1192
1879.0,2946277,1194
1884.0,2946279,1196
1885.0,2946281,1198
1886.0,2946283,1200
1885.0,2946285,1202
1884.0,2946287,1204
1886.0,2946289,1206
1882.0,2946291,1208
1881.0,2946293,1210
1884.0,2946295,1212
1887.0,2946297,1214
1887.0,2946299,1216
1888.0,2946301,1218
1890.0,2946303,1220
1894.0,2946305,1222
1898.0,2946307,1224
1902.0,2946309,1226
1905.0,2946311,1228
1907.0,2946313,1230
1905.0,2946315,1232
1906.0,2946317,1234
1908.0,2946319,1236
1909.0,2946321,1238
1912.0,2946323,1240
1913.0,2946325,1242
1913.0,2946327,1244
1912.0,2946329,1246
1913.0,2946331,1248
1915.0,2946333,1250
1914.0,2946335,1252
1915.0,2946337,1254
1919.0,2946339,1256
1919.0,2946341,1258
1918.0,2946343,1260
1917.0,2946345,1262
1918.0,2946347,1264
1919.0,2946349,1266
1919.0,2946351,1268
1922.0,2946353,1270
1924.0,2946355,1272
1926.0,2946357,1274
1928.0,2946359,1276
1930.0,2946361,1278
1930.0,2946363,1280
1931.0,2946365,1282
1933.0,2946367,1284
1935.0,2946369,1286
1935.0,2946371,1288
1934.0,2946373,1290
1932.0,2946375,1292
1932.0,2946377,1294
1935.0,2946379,1296
1937.0,2946381,1298
1939.0,2946383,1300
1943.0,2946385,1302
1944.0,2946387,1304
1945.0,2946389,1306
1946.0,2946391,1308
1945.0,2946393,1310
1947.0,2946395,1312
1951.0,2946397,1314
1954.0,2946399,1316
1957.0,2946401,1318
1958.0,2946403,1320
1962.0,2946405,1322
1963.0,2946407,1324
